SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
GTLINFRA,EQ,GTL INFRA.LTD,1.32,1.38,1.32,1.35,48909167,66092544.87,20260525,1.3500000000000003,1.35,1.3500000000000003,1.3500000000000003,1.35,4.440892098500626e-16,3.2895497025930565e-14,Narrow,Bullish,Inside CPR,Cash Only,Real Estate & Infra,False,False,0.3333333333333333,3,47714777.89,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PNC,EQ,PRITISH NANDY COMMUNICATI,18.98,19.25,18.2,19.09,2277,43311.92,20260525,18.846666666666668,18.725,18.968333333333334,18.968333333333334,18.725,0.2433333333333323,1.2746638728828303,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,72632.38,Outside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
PARAS,EQ,PARAS DEF AND SPCE TECH L,824.0,870.0,808.0,855.75,3537820,3017266345.15,20260525,844.5833333333334,839.0,850.1666666666667,850.1666666666667,839.0,11.166666666666742,1.3048982374135838,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,2234533123.4,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SEDEMAC,EQ,SEDEMAC MECHATRONICS LTD,2011.0,2075.0,1972.3,2064.4,123859,251729601.6,20260525,2037.2333333333336,2023.65,2050.816666666667,2050.816666666667,2023.65,27.16666666666697,1.3159594393851468,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,251729601.6,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
COCKERILL,EQ,JOHN COCKERILL INDIA LTD.,6240.5,6599.5,6229.0,6544.0,30320,194260296.0,20260525,6457.5,6414.25,6500.75,6500.75,6414.25,86.5,1.3218215158924205,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,194260296.0,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
PASHUPATI,EQ,PASHUPATI COTSPIN LIMITED,92.01,97.01,91.12,95.98,73530,7008266.85,20260525,94.70333333333332,94.065,95.34166666666668,95.34166666666668,94.065,1.2766666666666708,1.330138223240957,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,7008266.85,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
MBEL,EQ,M AND B ENGINEERING LTD,299.0,316.0,293.0,310.7,190518,58477910.25,20260525,306.56666666666666,304.5,308.6333333333333,308.6333333333333,304.5,4.133333333333326,1.330329363802165,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,30268215.75,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
GOCLCORP,EQ,GOCL CORPORATION LIMITED,336.65,348.0,330.9,346.45,222939,76078969.7,20260525,341.7833333333333,339.45,344.1166666666666,344.1166666666666,339.45,4.666666666666629,1.346995718477884,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,76078969.7,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
GOLDTECH,EQ,AION-TECH SOLUTIONS LTD,41.79,43.75,39.95,42.73,90600,3801842.41,20260525,42.14333333333334,41.85,42.43666666666668,42.43666666666668,41.85,0.5866666666666731,1.3729620095171382,Wide,Bullish,Above CPR,Cash Only,Information Technology,False,False,1.0,3,752490.9,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
HTMEDIA,EQ,HT MEDIA LIMITED,21.5,22.1,21.01,22.01,102055,2220469.09,20260525,21.706666666666667,21.555,21.85833333333333,21.85833333333333,21.555,0.3033333333333345,1.3781614417688983,Wide,Bullish,Above CPR,Cash Only,Media & Entertainment,False,False,0.6666666666666666,3,894055.71,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
IWP,EQ,INDIAN WOOD PRODUCTS CO L,33.27,35.96,33.27,35.35,7546,261628.26,20260525,34.86000000000001,34.615,35.10500000000001,35.10500000000001,34.615,0.4900000000000091,1.3861386138614118,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,165025.51,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
ADVAIT,EQ,ADVAIT ENRGY TRANSITION L,2040.0,2124.0,1993.6,2103.0,51104,105455668.3,20260525,2073.5333333333333,2058.8,2088.2666666666664,2088.2666666666664,2058.8,29.46666666666624,1.4011729275637774,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,105455668.3,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
HECPROJECT,EQ,HEC INFRA PROJECTS LTD,129.55,133.0,122.61,130.57,10607,1367947.52,20260525,128.72666666666666,127.805,129.6483333333333,129.6483333333333,127.805,1.8433333333333053,1.411758699037532,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,1315115.74,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
MANAKCOAT,EQ,MAN COAT METAL & IND LTD,101.99,108.3,101.68,107.28,274244,29104984.17,20260525,105.75333333333332,104.99,106.51666666666664,106.51666666666664,104.99,1.5266666666666424,1.4230673626646555,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,29104984.17,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
KRISHIVAL,EQ,KRISHIVAL FOODS LIMITED,376.5,400.0,376.3,396.65,20114,7950512.7,20260525,390.9833333333333,388.15,393.8166666666666,393.8166666666666,388.15,5.666666666666629,1.428631455103146,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,1405723.9,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
BALAJEE,EQ,SHREE TIRUPATI BALAJEE L,30.28,31.44,29.1,30.94,24262,744920.33,20260525,30.493333333333336,30.270000000000003,30.71666666666667,30.71666666666667,30.270000000000003,0.4466666666666654,1.4436543848308514,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,744920.33,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
KRISHNADEF,EQ,KRISHNA DEF AND ALD IND L,1106.0,1149.8,1063.1,1131.0,240785,267535164.8,20260525,1114.6333333333332,1106.4499999999998,1122.8166666666666,1122.8166666666666,1106.4499999999998,16.366666666666788,1.4470969643383544,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,3,360085978.1,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
BONLON,EQ,BONLON INDUSTRIES LIMITED,43.82,46.24,43.82,46.03,11856,546745.93,20260525,45.36333333333334,45.03,45.69666666666667,45.69666666666667,45.03,0.6666666666666714,1.4483307987544458,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,202116.16,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
KAVDEFENCE,EQ,KAVVERI DFS & WIR TEC LTD,64.49,65.9,63.01,65.9,146839,9585828.06,20260525,64.93666666666667,64.455,65.41833333333334,65.41833333333334,64.455,0.9633333333333384,1.461810824481545,Wide,Bullish,Above CPR,Cash Only,Aerospace & Defense,False,False,1.0,3,6131034.88,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
JUBLPHARMA,EQ,JUBILANT PHARMOVA LTD,1006.45,1014.9,955.25,1007.25,373034,364991652.15,20260525,992.4666666666668,985.075,999.8583333333332,999.8583333333332,985.075,14.783333333333305,1.4676925622569674,Wide,Bullish,Above CPR,Cash Only,Healthcare,False,False,1.0,3,364991652.15,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
AVANTEL,EQ,AVANTEL LIMITED,164.5,172.7,163.1,171.7,5340519,903138858.93,20260525,169.16666666666666,167.89999999999998,170.43333333333334,170.43333333333334,167.89999999999998,2.53333333333336,1.4754416618132558,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,903138858.93,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
LLOYDSENGG,EQ,LLOYDS ENGG WORK LIMITED,70.0,75.95,70.0,74.63,23832822,1762449630.41,20260525,73.52666666666666,72.975,74.07833333333332,74.07833333333332,72.975,1.1033333333333246,1.4784045736745608,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,424143884.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
FSL,EQ,FIRSTSOURCE SOLU. LTD.,272.0,282.05,266.02,280.29,5975700,1655751313.99,20260525,276.11999999999995,274.035,278.2049999999999,278.2049999999999,274.035,4.169999999999959,1.4877448357058614,Wide,Bullish,Above CPR,Cash Only,Services,False,False,0.6666666666666666,3,1655751313.99,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
PCJEWELLER,EQ,PC JEWELLER LTD,8.46,9.01,8.43,8.92,66828298,583739246.18,20260525,8.786666666666667,8.719999999999999,8.853333333333335,8.853333333333335,8.719999999999999,0.1333333333333364,1.4947683109118433,Wide,Bullish,Above CPR,Cash Only,Consumer & Retail,False,False,1.0,3,289222495.52,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
ATHERENERG,EQ,ATHER ENERGY LIMITED,891.65,925.0,876.45,921.4,3724909,3362210320.75,20260525,907.6166666666668,900.725,914.5083333333332,914.5083333333332,900.725,13.783333333333305,1.4959120179437058,Wide,Bullish,Above CPR,Cash Only,Automobile and Auto Components,False,False,1.0,3,2941728567.35,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
PKTEA,EQ,THE P K TEA PROD CO LTD,848.0,848.0,784.0,834.9,128,104673.85,20260525,822.3000000000001,816.0,828.6000000000001,828.6000000000001,816.0,12.600000000000136,1.5091627739849247,Wide,Bullish,Above CPR,Cash Only,FMCG & Food Products,False,False,0.6666666666666666,3,68669.45,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
ZENITHSTL,EQ,ZENITH STEEL PIP IND LTD,5.69,5.96,5.69,5.96,163744,960468.87,20260525,5.87,5.825,5.915,5.915,5.825,0.0899999999999998,1.5100671140939574,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,593236.12,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
CMPDI,EQ,CENTRAL MINE P N D INST L,236.93,245.7,232.52,244.66,5374430,1293672920.51,20260525,240.96,239.11,242.81,242.81,239.11,3.6999999999999886,1.5123027875418904,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,1235167207.11,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
LAHOTIOV,EQ,LAHOTI OVERSEAS LTD.,44.0,44.0,41.2,43.59,1079,45705.99,20260525,42.93000000000001,42.6,43.26000000000001,43.26000000000001,42.6,0.6600000000000108,1.514108740536845,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,76422.08,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
UTLSOLAR,EQ,FUJIYAMA POWER SYSTEMS L,273.9,283.8,270.9,283.8,569364,160408028.1,20260525,279.5,277.35,281.65,281.65,277.35,4.2999999999999545,1.5151515151514992,Wide,Bullish,Above CPR,Cash Only,Power & Utilities,False,False,1.0,3,125794943.4,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SILINV,EQ,SIL INVESTMENTS LIMITED,431.9,439.0,390.0,424.15,12867,5281933.0,20260525,417.7166666666667,414.5,420.9333333333334,420.9333333333334,414.5,6.433333333333394,1.5167590082125175,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,2808169.4,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SUDARSCHEM,EQ,SUDARSHAN CHEMICAL INDS L,1020.8,1050.0,990.05,1043.95,324144,332879069.65,20260525,1028.0,1020.025,1035.975,1035.975,1020.025,15.949999999999932,1.5278509507160238,Wide,Bullish,Above CPR,Cash Only,Chemicals & Fertilizers,False,False,0.6666666666666666,3,776878147.7,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
PARKHOSPS,EQ,PARK MEDI WORLD LIMITED,264.5,282.3,263.08,279.09,2643863,727988889.01,20260525,274.8233333333333,272.69,276.95666666666665,276.95666666666665,272.69,4.266666666666652,1.528778052480079,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,199116694.42,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
ALANKIT,EQ,ALANKIT LIMITED,8.62,9.24,8.6,9.13,281203,2530392.14,20260525,8.99,8.92,9.06,9.06,8.92,0.1400000000000005,1.5334063526834671,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,821707.35,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
VIYASH,EQ,VIYASH SCIENTIFIC LIMITED,247.9,262.0,247.9,260.96,2405194,617578725.21,20260525,256.9533333333333,254.95,258.95666666666665,258.95666666666665,254.95,4.006666666666661,1.5353566319231533,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,641931319.93,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
WPIL,EQ,W P I L LTD.,433.8,465.9,431.6,459.4,109569,49533203.75,20260525,452.3,448.75,455.85,455.85,448.75,7.100000000000023,1.545494122768834,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,17409906.7,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
